,vignette,recipient,source,duration,place,type
133,"a city emergency services (e.g., ambulance, fire) acquires location data from a fitness app for a period of a few days and uses this data to figure out if a person was at a liquor store","a city emergency services (e.g., ambulance, fire)",a fitness app,a few days,a liquor store,location2
134,"a city emergency services (e.g., ambulance, fire) acquires location data from a fitness app for a period of a few minutes and uses this data to figure out if a person was at a liquor store","a city emergency services (e.g., ambulance, fire)",a fitness app,a few minutes,a liquor store,location2
135,"a city emergency services (e.g., ambulance, fire) acquires location data from a fitness app for a period of a year and uses this data to figure out if a person was at a shoe store","a city emergency services (e.g., ambulance, fire)",a fitness app,a year,a shoe store,location2
136,"a city emergency services (e.g., ambulance, fire) acquires location data from a fitness app for a period of about six months and uses this data to figure out if a person was at a shoe store","a city emergency services (e.g., ambulance, fire)",a fitness app,about six months,a shoe store,location2
137,"a city emergency services (e.g., ambulance, fire) acquires location data from a fitness app for a period of a month and uses this data to figure out if a person was at a shoe store","a city emergency services (e.g., ambulance, fire)",a fitness app,a month,a shoe store,location2
138,"a city emergency services (e.g., ambulance, fire) acquires location data from a fitness app for a period of a few days and uses this data to figure out if a person was at a shoe store","a city emergency services (e.g., ambulance, fire)",a fitness app,a few days,a shoe store,location2
139,"a city emergency services (e.g., ambulance, fire) acquires location data from a fitness app for a period of a few minutes and uses this data to figure out if a person was at a shoe store","a city emergency services (e.g., ambulance, fire)",a fitness app,a few minutes,a shoe store,location2
140,"a city emergency services (e.g., ambulance, fire) acquires location data from a fitness app for a period of a year and uses this data to figure out if a person was at home","a city emergency services (e.g., ambulance, fire)",a fitness app,a year,home,location2
141,"a city emergency services (e.g., ambulance, fire) acquires location data from a fitness app for a period of about six months and uses this data to figure out if a person was at home","a city emergency services (e.g., ambulance, fire)",a fitness app,about six months,home,location2
142,"a city emergency services (e.g., ambulance, fire) acquires location data from a fitness app for a period of a month and uses this data to figure out if a person was at home","a city emergency services (e.g., ambulance, fire)",a fitness app,a month,home,location2
143,"a city emergency services (e.g., ambulance, fire) acquires location data from a fitness app for a period of a few days and uses this data to figure out if a person was at home","a city emergency services (e.g., ambulance, fire)",a fitness app,a few days,home,location2
